=== walk-register-group4-rescope-2026-08-10.md ===
blob: ef2fa9e43a04ec2a08941ae2f9774b714bbd8b07
--- stderr ---
walk-register-group4-rescope-2026-08-10.md	PRE-SCHEMA	shapes: | # | sub-q | finding | fold | ; | # | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold | ; | # | sub-q | finding | fold |

--- stdout (header + 130 data rows) ---
file	line	table	row_status	file_status	columns	missing	note
walk-register-lint-class-recall-2026-08-10.md	58	4	WARN	PRE-SCHEMA	| # | sub | finding | resolution |	id,walk,lens,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	59	4	WARN	PRE-SCHEMA	| # | sub | finding | resolution |	id,walk,lens,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	65	5	WARN	PRE-SCHEMA	| # | sub | finding | resolution |	id,walk,lens,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	66	5	WARN	PRE-SCHEMA	| # | sub | finding | resolution |	id,walk,lens,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	67	5	WARN	PRE-SCHEMA	| # | sub | finding | resolution |	id,walk,lens,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	68	5	WARN	PRE-SCHEMA	| # | sub | finding | resolution |	id,walk,lens,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	78	6	WARN	PRE-SCHEMA	| # | finding | resolution |	id,walk,lens,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	243	7	WARN	PRE-SCHEMA	| # | lens | finding | resolution |	id,walk,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	244	7	WARN	PRE-SCHEMA	| # | lens | finding | resolution |	id,walk,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	245	7	WARN	PRE-SCHEMA	| # | lens | finding | resolution |	id,walk,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	246	7	WARN	PRE-SCHEMA	| # | lens | finding | resolution |	id,walk,sub_question,origin,pre_fold_text	wrong_shape
walk-register-lint-class-recall-2026-08-10.md	247	7	WARN	PRE-SCHEMA	| # | lens | finding | resolution |	id,walk,sub_question,origin,pre_fold_text	wrong_shape

=== walk-register-walk-register-schema-2026-08-10.md (this cycle — separate per D.2) ===
blob: 7ebe3264acb6b31be9134534f550d2cc4ca252a5
--- stderr ---
walk-register-walk-register-schema-2026-08-10.md	UNCONFORMANT	shapes: | id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution | ; | id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution | ; | id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution | ; | id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution | ; | id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution | ; | id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution | ; | id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |

--- stdout (header + 45 data rows) ---
file	line	table	row_status	file_status	columns	missing	note
walk-register-walk-register-schema-2026-08-10.md	58	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	59	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	60	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	61	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	62	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	63	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	64	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	65	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	66	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	67	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	68	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	69	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	70	1	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	92	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	93	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	94	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	95	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	96	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	97	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	98	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	99	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	100	2	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	120	3	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	121	3	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	122	3	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	123	3	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	124	3	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	125	3	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	145	4	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	146	4	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	147	4	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	148	4	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	149	4	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	173	5	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	174	5	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	175	5	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	176	5	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	177	5	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	199	6	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	200	6	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	201	6	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	202	6	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	228	7	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	229	7	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
walk-register-walk-register-schema-2026-08-10.md	230	7	WARN	UNCONFORMANT	| id | walk | lens | sub_q | origin | finding | pre_fold_text | resolution |	sub_question	wrong_shape
