id,home,kind,num,title,line,enforcers,n_enforcers,section_cited,corpus_cites,enforced_by_reading,q3_class,q3_artifact,q4_weight,q5_home
dc-q2.2,DRAFTING_CYCLE,lens-subquestion,2.2,"does any step relax an existing guard, threshold, or assertion? (2.3) is any destructive",85,,0,,3,,CONVERSATIONAL,,3,ROLE
dc-q2.3,DRAFTING_CYCLE,lens-subquestion,2.3,is any destructive operation's blast radius bounded and proven *ours* before it runs? (2.,85,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q2.4,DRAFTING_CYCLE,lens-subquestion,2.4,"**for a diagnostic** (read-only, non-mutating): aim Destruction at the downstream plans t",85,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q3.1,DRAFTING_CYCLE,lens-subquestion,3.1,"**what differs on the TARGET execution environment?** — encoding (cp1252 vs UTF-8), path",91,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q3.2,DRAFTING_CYCLE,lens-subquestion,3.2,"does a test or guard **observe the effect**, or only that the call exists and doesn't thr",91,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q3.3,DRAFTING_CYCLE,lens-subquestion,3.3,"is an assumed fixture/isolation actually covering **this** path, or does an import style",91,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q3.4,DRAFTING_CYCLE,lens-subquestion,3.4,"degenerate inputs — empty, duplicate, malformed, boundary.",91,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q4.1,DRAFTING_CYCLE,lens-subquestion,4.1,"scan the draft against LESSONS.md, `Done/`, `knowledge/research/`, and the actual code fo",97,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q4.2,DRAFTING_CYCLE,lens-subquestion,4.2,is a stated consequence of a prior decision being re-tripped? (4.3) is this *actually* tr,97,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q4.3,DRAFTING_CYCLE,lens-subquestion,4.3,"is this *actually* trivial, or does it only look trivial? (4.4) does a domain premise the",97,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q4.4,DRAFTING_CYCLE,lens-subquestion,4.4,"does a domain premise the plan rests on still hold, or has the CEO / record corrected it?",97,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q5.1,DRAFTING_CYCLE,lens-subquestion,5.1,**Atomicity** — the state set if this half-completes; is every member acceptable? (5.2) *,103,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q5.2,DRAFTING_CYCLE,lens-subquestion,5.2,"**Consistency** — which invariant closes each gap, and is it stated or accidental? (5.3)",103,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q5.3,DRAFTING_CYCLE,lens-subquestion,5.3,**Isolation** — for a multi-step schedule (steps separated by verdict gates of arbitrary,103,,0,,1,,CONVERSATIONAL,,1,ROLE
dc-q5.4,DRAFTING_CYCLE,lens-subquestion,5.4,"**Durability** — what survives a crash, and is the surviving record enough to reconstruct",103,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q5.5,DRAFTING_CYCLE,lens-subquestion,5.5,"**for a diagnostic** (single-step, read-only): Isolation (5.3) is structurally empty (no",103,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b1,DRAFTING_CYCLE,2.7-bullet,1, THE FOLD IS THE UNIT THAT CARRIES THE POST-CONDITION — not the culmination. Six rules in this section govern ,148,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,fold_check;cycle_check-assert3,ENFORCED,,0,STANDARD
dc-2.7-b2,DRAFTING_CYCLE,2.7-bullet,2,"After a walk's folds land, re-read the walk's fold SET as a set — composition and sibling-site coverage. Once ",149,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b3,DRAFTING_CYCLE,2.7-bullet,3,Re-run the finding lens on its own fix. Treat a fold as a new draft; an accommodation for one edge case often ,150,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b4,DRAFTING_CYCLE,2.7-bullet,4," A fold that RECLASSIFIES, REORDERS, MERGES or DELETES a branch is a control-flow change, not a wording change",151,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b5,DRAFTING_CYCLE,2.7-bullet,5,"A DECISION fold is a fold ROUND, not a wording change. When a CEO ruling — or any decision — closes an open fo",152,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b6,DRAFTING_CYCLE,2.7-bullet,6,"After any fold, re-verify every factual claim in the fold's OWN text against the post-fold artifact — counts, ",153,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,propagation_check-restated,ENFORCED,,0,STANDARD
dc-2.7-b7,DRAFTING_CYCLE,2.7-bullet,7,"When a walk DISPROVES a claim, ask the consequent question: if the assumed property is false, what TRUE requir",154,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b8,DRAFTING_CYCLE,2.7-bullet,8," A COUNT IN PROSE THAT NO ASSERTION READS WILL GO STALE. Declare a set ONCE — a table, a list — and have every",158,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,propagation_check-restated,ENFORCED,,0,STANDARD
dc-2.7-b9,DRAFTING_CYCLE,2.7-bullet,9,"Any phase that completes a tracked structure sweeps the record lines that track it, in the SAME culmination. A",159,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,propagation_check-ordering,ENFORCED,,0,STANDARD
dc-2.7-b10,DRAFTING_CYCLE,2.7-bullet,10,"Enumerate every applicable site BEFORE applying a fix anywhere, with sweep weight highest on material written ",160,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b11,DRAFTING_CYCLE,2.7-bullet,11,A consumer sweep probes for the CLAIM in any phrasing — enumerate the sections that could plausibly hold it; n,161,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b12,DRAFTING_CYCLE,2.7-bullet,12,"Any population a measurement depends on is enumerated MECHANICALLY (`git log --follow` by path, `SELECT` by ke",162,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,SELECT DISTINCT counts from data artifact; propagation_check-restated partially covers,0,STANDARD
dc-2.7-b13,DRAFTING_CYCLE,2.7-bullet,13,"For any sweep of a phrase whose fixes cite the original, verify by CLASSIFICATION — list every hit and mark ea",163,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b14,DRAFTING_CYCLE,2.7-bullet,14,"When any premise is corrected, grep the artifact for every guard resting on it and re-justify or remove each o",164,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b15,DRAFTING_CYCLE,2.7-bullet,15,"Subtractive-trim verification. Before removing a check on the premise that another check covers it, verify the",168,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,plan text guards; plan_lint could check for removed-check patterns,0,STANDARD
dc-2.7-b16,DRAFTING_CYCLE,2.7-bullet,16,"Price what a guard is FOR before folding it in. Before incorporating machinery into a plan, measure what it pr",169,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b17,DRAFTING_CYCLE,2.7-bullet,17,"Verify a deletion by the absence of the construct's CONTENT (its assertion text, its query), never by the abse",170,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b18,DRAFTING_CYCLE,2.7-bullet,18,"Budget a cut as an EDIT that will generate findings, not as a subtraction that reduces them. After removing an",171,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b19,DRAFTING_CYCLE,2.7-bullet,19,"Execute against real data. Any executable check, computed gate, or repeatable procedure is validated ONLY by r",175,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,executable check output; propagation_check-restated partial; gates validate test output,0,STANDARD
dc-2.7-b20,DRAFTING_CYCLE,2.7-bullet,20," DURABILITY IS PROVEN POST-COMMIT — in-transaction sentinels prove INTENT, never durability (companion to the ",176,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b21,DRAFTING_CYCLE,2.7-bullet,21,Never pipe a command whose exit code carries meaning (extends the command-output clause above): the shell repo,177,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,plan text pipe patterns; plan_lint (n) already flags some; could extend to exit-code-bearing pipes,0,STANDARD
dc-2.7-b22,DRAFTING_CYCLE,2.7-bullet,22,"When a guard's safety depends on a claim about text, EXECUTE the guard's actual matcher — never reason about i",178,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b23,DRAFTING_CYCLE,2.7-bullet,23,Any probe over a plan that carries retractions must CLASSIFY each hit — instruction or retraction-of-instructi,179,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b24,DRAFTING_CYCLE,2.7-bullet,24,"Anchor every structural search line-anchored, and strip fenced blocks and blockquotes before matching any toke",180,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,plan text grep patterns; plan_lint (n) already checks -F flag; extend for line-anchored patterns,0,STANDARD
dc-2.7-b25,DRAFTING_CYCLE,2.7-bullet,25,Three probe-integrity clauses from a four-for-four false-absence session: zsh does not word-split unquoted par,181,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b26,DRAFTING_CYCLE,2.7-bullet,26,"A conformance probe must match the artifact's REPRESENTATION (regex, table, computed form), not the spec's pro",182,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b27,DRAFTING_CYCLE,2.7-bullet,27,"A presence check for content that can duplicate INTRA-LINE uses the occurrence form (`grep -Fo | wc -l`), neve",183,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b28,DRAFTING_CYCLE,2.7-bullet,28,"Every constructed or variable pattern is passed via `-e ""$PAT""` (or after `--`) (companion to the grep -F clau",184,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,plan text grep patterns; plan_lint (n) already covers -e flag checks,0,STANDARD
dc-2.7-b29,DRAFTING_CYCLE,2.7-bullet,29,"Before computing from a record, count its DIALECTS — sample the shape, not just the presence. Make 'unparseabl",185,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b30,DRAFTING_CYCLE,2.7-bullet,30,"For any absence claim, derive the probe FROM the target text — open the file and copy the string — never compo",186,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b31,DRAFTING_CYCLE,2.7-bullet,31,"A walk covers, it does not target. A walk is every lens over the WHOLE artifact; a pass aimed at selected regi",190,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b32,DRAFTING_CYCLE,2.7-bullet,32,Novel lens = provisional fold. A new lens reliably finds the right window and reliably ships a broken mechanis,191,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b33,DRAFTING_CYCLE,2.7-bullet,33,"Parallelism within a lens, never across. Concurrent readers feeding one fold is fine; concurrent lenses sever ",192,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b34,DRAFTING_CYCLE,2.7-bullet,34,"Sequential-fold rule (extends §2.7 ""Parallelism"" and §2.6 ""cumulation lives in the draft""). Run each lens agai",193,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b35,DRAFTING_CYCLE,2.7-bullet,35,"Per-phase commits — and within a walk, per-LENS. Commit the draft after every phase — each walk, each culminat",194,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b36,DRAFTING_CYCLE,2.7-bullet,36,A TARGETED pass is legitimate ONLY when declared not to be a walk — and it can never discharge the bar. The co,195,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b37,DRAFTING_CYCLE,2.7-bullet,37,"The SWEEP pass — a named, mechanical, non-bar-discharging pass fired by a signal. Trigger (mechanical, both ha",196,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,plan text; plan_lint: targeted pass must carry explicit not-a-walk declaration,0,STANDARD
dc-2.7-b38,DRAFTING_CYCLE,2.7-bullet,38,"When ONE DEFECT CLASS fires on two or more CONSECUTIVE passes, the review has become SAMPLING — stop walking a",197,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b39,DRAFTING_CYCLE,2.7-bullet,39,Re-read the closing record after the close. A walk certifies everything except the paragraph that records it —,201,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b40,DRAFTING_CYCLE,2.7-bullet,40,Lens attestation integrity. A lens result is written only after the lens has actually run — never in the same ,202,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b41,DRAFTING_CYCLE,2.7-bullet,41,Any marker whose practical meaning is 'I did not run this' gets the INHERITED cost test regardless of its spel,203,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b42,DRAFTING_CYCLE,2.7-bullet,42,"Closing-line ordering: walk → culminate → final ACID → then close, with every count stated AS OF a named compl",204,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b43,DRAFTING_CYCLE,2.7-bullet,43,"Any claim that a governed text CHANGED — tightened, loosened, added, removed — is established by `git show <ol",205,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,git log output; plan_lint (q) already checks pins; extend to claim-about-change requiring git diff,0,STANDARD
dc-2.7-b44,DRAFTING_CYCLE,2.7-bullet,44," A CONSTRAINT THAT SPANS STEPS is named as a constraint WITH ITS SITES, never as prose inside one step — other",209,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,plan text constraint declarations; plan_lint could check for named constraints in multi-step plans,0,STANDARD
dc-2.7-b45,DRAFTING_CYCLE,2.7-bullet,45," PROVE EVERY POST-CONDITION CAN FAIL, BEFORE THE EDIT. Run each new assertion's literal against the pre-edit s",210,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b46,DRAFTING_CYCLE,2.7-bullet,46,A post-condition built on a HAND-ENUMERATED list is only as complete as its author — when a guard's correctnes,211,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b47,DRAFTING_CYCLE,2.7-bullet,47,"Extraction contract. Before splitting shared content, diff the regions and move only byte-identical clauses; s",212,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b48,DRAFTING_CYCLE,2.7-bullet,48,"Sketch one real block. Before deposit, draw the actual rows / cells a single item produces and confirm the man",213,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b49,DRAFTING_CYCLE,2.7-bullet,49,An EDIT ANCHOR is not a probe — assert it is THE occurrence you mean before rewriting anything. Before any edi,214,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,MECHANIZABLE,plan edit anchor; plan_lint (n/o1) extension — assert anchor is THE occurrence before rewrite,0,STANDARD
dc-2.7-b50,DRAFTING_CYCLE,2.7-bullet,50,"A lossless reorder preserves TRUTH and destroys PROXIMITY — for any reorder of cross-referencing material, mea",215,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b51,DRAFTING_CYCLE,2.7-bullet,51,Ask whether convenient facts make your own argument work before trusting them: re-read populations from the up,216,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
dc-2.7-b52,DRAFTING_CYCLE,2.7-bullet,52,"For large classification batches, prefer manifest-pinned tranches over a single saturated step, and carry the ",217,,0,scripts/propagation_check.py;scripts/propagation_check.py,0,,CONVERSATIONAL,,0,ROLE
