plan_file	plan_id	block	lens	pass	folded	pre_existing	fold_introduced	origin	source	status	note
executable-carrier-profile-autocreate-fix-2026-03-30.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-carrier-profile-merge-name-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-carrier-profile-redesign-2026-03-25.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-carrier-profile-show-docs-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-carrier-rules-tariff-phase1-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-carrier-rules-tariff-ui-2026-03-24.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-carrier-service-points-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-centralized-paste-sanitize-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-chr-canonical-tariff-format-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-cleanup-1-delete-retired-nav-tests-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-cleanup-2-scac-fixture-fix-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-cleanup-3-validator-cascade-fix-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-cleanup-4-template-drift-fix-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-close-stranded-csv-upload-fetch-fix-2026-05-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-combined-header-extraction-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-data-visibility-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-doc-linking-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-merge-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-naming-2026-03-23.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-pubs-route-removal-2026-04-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-rates-paste-ui-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-rates-redesign-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-setup-expected-fields-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-setup-split-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-velocity-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contract-version-delete-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-contracts-carrier-cards-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-conversation-loop-phase1-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-conversation-loop-phase2-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-conversation-loop-phase3-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-exchange-capture-2026-03-27 2.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-exchange-capture-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-extraction-feedback-2026-03-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-extraction-feedback-2026-03-23.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-extraction-feedback-phase1-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-extraction-feedback-phase2-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-extraction-feedback-phase3-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-fuel-extraction-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-lanes-prompt-v2-2026-03-23.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-copilot-simplify-cardfix-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-csrf-carrier-paste-fix-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-csrf-document-import-fix-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-csrf-document-import-qa-2026-03-28 2.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-csrf-document-import-qa-2026-03-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-csrf-email-triage-confirm-2026-03-28 2.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-csrf-email-triage-confirm-2026-03-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-csv-upload-fetch-fix-2026-04-17.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-customer-profile-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-dashboard-performance-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-data-examples-phase1-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-data-examples-phase2-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-data-examples-phase4-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-date-range-filter-2026-04-04.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-db-reset-button-2026-03-30.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-dead-code-cleanup-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-dead-code-cleanup-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-dead-code-sweep-restore-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-decompose-import-section-2026-04-04.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-dedup-cleanup-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-defer-validation-recovery-2026-05-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-delete-all-per-section-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-dispute-brief-fuel-label-2026-04-07.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-doc-migration-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-doc-schema-aliases-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-duplicate-dispute-fix-2026-03-24.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-eia-date-dispute-link-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-eia-lookup-fuel-page-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-eia-padd-regions-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-eia-tab-contracts-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-email-archiver-batch-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-email-archiver-filter-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-email-archiver-kql-2026-03-24.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-email-archiver-sql-fix-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-email-triage-link-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-eml-assigned-user-qa-recovery-2026-06-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-entity-reports-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-export-forge-pipeline-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-file-first-accessorials-fak-2026-04-16.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-file-first-billto-header-2026-04-16.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-file-first-fuel-brackets-2026-04-16.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-config-paste-nonetype-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-contract-setup-shape-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-double-breadcrumbs-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-invoice-charges-fk-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-lanes-import-fields-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-markdown-noise-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-prompt-format-placeholder-bug-2026-04-11.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-stale-fk-refs-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-whitelist-bulk-paste-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fix-whitelist-fstring-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-bracket-continuation-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-bracket-floor-only-phase-a-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-bracket-precision-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-continuation-inference-backend-2026-05-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-continuation-inference-ui-qa-uxv-2026-05-21.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-copilot-prompt-hardening-2026-05-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-failure-typing-qa-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-import-eia-region-unblock-2026-05-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-inference-preamble-skip-impl-2026-05-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-preamble-skip-non-zero-floor-qa-2026-05-29.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-prompt-cents-as-integer-2026-05-21.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-timing-capitalization-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-fuel-timing-rule-extraction-hardening-2026-05-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-full-copilot-response-capture-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-gaps-stub-date-filter-fix-2026-03-30.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-gate-independence-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-gate7-fk-strengthening-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-gate7-tariff-link-fix-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-git-sync-script-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-gitattributes-crlf-2026-04-17.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-glossary-cwt-derived-rate-2026-04-07.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-glossary-email-triage-2026-06-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-governance-root-git-swap-2026-05-14.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-gp-billto-rule-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-group-b-batch-2026-03-24.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-half-up-currency-rounding-2026-05-06.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-header-cleanup-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-hybrid-prompt-rewrite-2026-04-12.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-import-attempts-collapse-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-ingest-performance-skip-xml-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-init-db-wiring-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-detail-activity-2026-03-25.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-detail-display-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-detail-fidelity-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-detail-locations-ux-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-detail-ux-fixes-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-pulse-session-wrap-2026-05-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-pulse-specialist-file-drift-refresh-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-timeline-2026-04-06.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoice-total-tolerance-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-invoices-list-fixes-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-isolated-fuel-sample-prompt-key-2026-05-29.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-kill-dead-rate-routes-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-knowledge-sync-button-2026-03-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-knowledge-sync-git-wire-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-areas-file-first-2026-04-11.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-card-rename-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-combined-import-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-combined-parser-fix-2026-04-10.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-csrf-fix-2026-04-16.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-import-none-key-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-reparse-header-order-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-lanes-simplify-billto-config-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-live-validation-pageload-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-mark-validations-stale-helper-and-callers-2026-04-11.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-move-exchange-history-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-parse-csv-decomposition-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-per-section-doc-linkage-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-perf-indexes-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-perf-quick-wins-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-b1-copilot-inline-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-b2-contract-dashboard-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-b3-contract-subpages-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-c1-invoice-list-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-c2-action-dispute-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-c3-reporting-rates-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-d1-dashboard-nav-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-d2-work-pages-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-d3-analytics-pages-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-phase-d4-batch-class-swap-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-planner-filesystem-rules-2026-04-07.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-planner-governance-sweep-v4.26-2026-04-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-planner-template-v4-18-heredoc-ban-and-verification-2026-04-10.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-planner-template-v4-19-rule-8-cleanup-2026-04-10.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-planner-template-v4-20-rule20-glyph-agnostic-2026-04-11.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-planner-template-v4-23-rule-24-atomic-deposit-2026-04-18.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-portrait-card-classes-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-post-phase2-doc-cleanup-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-production-stabilization-2026-03-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-profile-invoices-by-contract-2026-03-28 2.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-profile-invoices-by-contract-2026-03-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-prompt-version-tracking-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-push-missing-partials-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-pytest-xdist-refactor-2026-05-19.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rate-hierarchy-phase1-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rate-hierarchy-phase2-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rate-hierarchy-phase3-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rate-hierarchy-phase4-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rate-hierarchy-phase5-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rate-paste-parser-foundation-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rates-redesign-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-redesign-phase-a-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-redesign-phase-a-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-remove-sandbox-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-reporting-carrier-fixes-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-reporting-expansion-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-restrict-contract-types-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rule-20-banner-format-redeposit-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-rules-tariff-ux-cleanup-2026-03-25.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-scac-primary-identifier-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-scac-whitelist-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-scac-whitelist-v2-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-section-importer-updated-at-bump-2026-04-10.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-self-service-diagnostic-2026-03-30.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-sequence-intelligence-2026-04-04.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-session-wrap-2026-04-11.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-session-wrap-2026-04-21.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-session-wrap-2026-05-06.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-session-wrap-half-up-rounding-2026-05-06.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-session-wrap-status-update-2026-04-10.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-ship-date-sourcing-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-ship-date-xml-parsing-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-skip-activity-no-carrier-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-copilot-parser-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-lane-entry-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-validation-scope-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-work-list-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-worklist-phase1-2026-03-28 2.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-worklist-phase1-2026-03-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-worklist-phase2-2026-03-28 2.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-worklist-phase2-2026-03-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-worklist-phase3-2026-03-28 2.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-smart-worklist-phase3-2026-03-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-sqlite-localtime-defaults-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
executable-stale-code-cleanup-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
